id,zipcode,price,median_total_price,condition,status
4443800505,98117,585000.0,627047.8196896736,4,Compra
91000135,98103,750000.0,741694.4954128441,3,Não Compra
1310910290,98032,327500.0,327619.04761904763,3,Não Compra
6699001200,98042,355000.0,512813.49557522126,3,Não Compra
1925059254,98004,2998000.0,3036536.964980545,3,Não Compra
7922710520,98052,615000.0,488996.2264150944,3,Não Compra
925059288,98033,750000.0,778224.852071006,3,Não Compra
2660500095,98118,715000.0,414676.59634055267,3,Não Compra
7893207510,98198,337500.0,232758.6206896552,4,Não Compra
6600700030,98052,525000.0,409328.30188679247,3,Não Compra
3286800260,98027,780000.0,874278.6885245901,4,Compra
2810100007,98136,419950.0,399305.55555555556,3,Não Compra
2925059260,98004,800000.0,1365758.7548638133,3,Não Compra
2426049079,98034,330000.0,271795.4356846473,3,Não Compra
1982200675,98107,860000.0,1012824.5614035089,3,Não Compra
3629920830,98029,810000.0,884982.3348694317,3,Não Compra
3326059238,98033,500000.0,664733.727810651,3,Não Compra
6140600049,98133,464000.0,302417.0081967213,3,Não Compra
8691510290,98058,385000.0,387370.89201877936,3,Não Compra
3013300980,98136,640500.0,341805.55555555556,4,Não Compra
6064800060,98118,330000.0,475301.82972367445,3,Não Compra
3904910610,98029,700000.0,675952.7649769585,3,Não Compra
7550800736,98107,600000.0,439387.1259029928,2,Não Compra
4024100670,98155,605000.0,533473.1002207838,3,Não Compra
2723069129,98038,427000.0,447791.2698412699,4,Compra
109200140,98023,299000.0,334590.2797738814,4,Compra
5423030380,98027,725000.0,590389.344262295,3,Não Compra
3013300510,98136,389950.0,261944.44444444447,3,Não Compra
1545807180,98038,190000.0,324734.12698412704,4,Compra
522079068,98038,513000.0,367462.30158730166,3,Não Compra
4443800385,98117,778100.0,512724.1840556447,3,Não Compra
2141310540,98006,975000.0,871236.8287266209,4,Não Compra
255460330,98038,388598.0,405063.09523809527,3,Não Compra
8643000225,98198,225000.0,308620.6896551724,3,Não Compra
7878400022,98178,390000.0,541529.1961970613,3,Não Compra
8856970440,98038,353500.0,345243.6507936508,3,Não Compra
2770604575,98119,560000.0,804139.8611111112,3,Não Compra
1105000373,98118,252500.0,269176.0362210605,3,Não Compra
4221970060,98092,359000.0,393836.0655737705,3,Não Compra
6624010010,98031,259500.0,204188.4816753927,4,Não Compra
2126059172,98034,491500.0,400000.8298755187,4,Não Compra
4039100400,98008,515000.0,875806.4516129033,4,Compra
2895550330,98001,290000.0,235641.1332553862,3,Não Compra
626059220,98011,532500.0,491449.61846127163,3,Não Compra
726049202,98133,335000.0,250784.83606557376,4,Não Compra
1823059159,98055,298000.0,148421.9298245614,3,Não Compra
5100401441,98115,495000.0,580392.3923923924,3,Não Compra
825079024,98014,785000.0,631319.6480938416,3,Não Compra
3810000860,98178,240000.0,339783.0250648228,3,Não Compra
3971700635,98155,435000.0,535833.6006642387,3,Não Compra
2009001600,98198,265000.0,184482.75862068965,4,Não Compra
3265300410,98115,370000.0,725490.4904904905,3,Não Compra
200500410,98011,575000.0,433892.4559387804,3,Não Compra
7857003046,98118,460000.0,486941.8745332338,3,Não Compra
2768301217,98107,580000.0,737276.7027863777,3,Não Compra
3924500130,98024,460000.0,457710.5058365759,3,Não Compra
1443550020,98019,570000.0,520734.7685101783,3,Não Compra
7922720250,98052,601002.0,563169.8113207547,3,Não Compra
5104510860,98038,425000.0,415317.8571428572,3,Não Compra
321030150,98042,358000.0,322658.42920353985,3,Não Compra
8019200360,98168,248500.0,129622.09302325583,4,Não Compra
1245500099,98033,702000.0,710130.1775147929,3,Não Compra
2310000250,98038,190000.0,280296.82539682544,4,Compra
5409000110,98002,389000.0,524631.5789473684,3,Não Compra
8835401250,98118,1485000.0,1074279.135548917,3,Não Compra
7977200995,98115,506000.0,391427.42742742744,3,Não Compra
2767603577,98107,475000.0,435663.5061919505,3,Não Compra
2325059101,98008,487000.0,417467.7419354839,3,Não Compra
5561300640,98027,532000.0,479848.3606557377,4,Não Compra
1523069022,98027,300000.0,409504.0983606557,4,Compra
1623089165,98045,920000.0,848145.5912508544,3,Não Compra
3812400070,98118,435000.0,341926.3162808066,3,Não Compra
5710500230,98027,545000.0,477336.0655737705,3,Não Compra
1471700410,98059,310000.0,523574.66063348413,4,Compra
4302201085,98106,546940.0,317663.76427974366,3,Não Compra
2457200040,98056,280000.0,371106.348518285,4,Compra
7517500310,98107,775000.0,543648.4778121775,4,Não Compra
9310300215,98133,652500.0,769565.2322404372,3,Não Compra
7974200902,98115,637000.0,577018.018018018,3,Não Compra
8732040090,98023,307450.0,391325.153300757,3,Não Compra
2787460720,98031,259950.0,158638.74345549737,3,Não Compra
8016250140,98030,210000.0,245459.01639344264,3,Não Compra
8679400130,98033,353000.0,356686.3905325444,4,Compra
806800090,98092,275000.0,281950.81967213115,3,Não Compra
3298701066,98106,240000.0,265800.29256060184,4,Compra
302000375,98001,250000.0,154639.4936988472,4,Não Compra
2474400300,98031,320000.0,301570.68062827224,4,Não Compra
993002177,98103,345000.0,496863.3027522936,3,Não Compra
9161100795,98116,476900.0,416806.7226890756,4,Não Compra
8857640170,98038,533000.0,483682.93650793657,3,Não Compra
2207100405,98007,423000.0,501860.1851851852,4,Compra
7129300595,98118,158000.0,264326.01755041076,3,Não Compra
1266200140,98004,1850000.0,1893852.140077821,3,Não Compra
1274500170,98042,227500.0,183147.67699115045,3,Não Compra
6065300370,98006,4208000.0,2146358.2800417417,3,Não Compra
7215721570,98075,570000.0,478788.40620187414,3,Não Compra
1777600450,98006,730000.0,721222.5403366067,4,Não Compra
5104650020,98031,429000.0,397382.1989528796,3,Não Compra
3235390010,98031,265000.0,223036.6492146597,3,Não Compra
9471200265,98105,2500000.0,1548560.3112840466,3,Não Compra
2022059308,98030,353000.0,255826.22950819673,3,Não Compra
3025059089,98004,950000.0,773929.9610894942,3,Não Compra
2419700080,98034,915000.0,746155.3941908714,3,Não Compra
8121200810,98052,585000.0,667562.2641509435,4,Compra
6738700205,98144,1115500.0,858298.5714285714,3,Não Compra
2254501342,98122,518000.0,405959.3023255814,3,Não Compra
1775930140,98072,365000.0,443013.7410792538,3,Não Compra
7228500037,98122,555000.0,423764.5348837209,3,Não Compra
6649900030,98177,485000.0,433325.3518648839,4,Não Compra
5249804760,98118,479500.0,225525.86818521286,3,Não Compra
7201900370,98052,440000.0,343396.22641509434,4,Não Compra
441000065,98115,653000.0,435294.2942942943,4,Não Compra
1525059261,98005,1900000.0,1631663.4587978877,3,Não Compra
3693901801,98117,575000.0,325649.1439272338,3,Não Compra
808300490,98019,414000.0,418165.7989551432,3,Não Compra
8121100015,98118,550000.0,259475.99887976103,4,Não Compra
739820050,98031,250000.0,271727.74869109946,4,Compra
3213200180,98115,700180.0,516279.2792792793,3,Não Compra
4178500580,98042,339950.0,350369.4690265487,4,Compra
9250900124,98133,378000.0,319627.7322404372,5,Não Compra
1843200240,98092,200000.0,202885.24590163934,3,Não Compra
5561000330,98027,525000.0,658221.3114754098,4,Compra
6700390230,98031,256900.0,270157.0680628272,3,Não Compra
9117000170,98055,268643.0,316051.4035087719,3,Não Compra
7853440050,98024,771005.0,973852.140077821,3,Não Compra
2022069200,98038,455000.0,377717.06349206355,3,Não Compra
7376300085,98008,530000.0,417467.7419354839,3,Não Compra
3739500096,98155,430000.0,363517.0682920386,4,Não Compra
6072300800,98006,595000.0,724107.4304979531,4,Compra
4139660430,98006,1200690.0,1050100.0187300993,3,Não Compra
322069109,98038,411000.0,326443.253968254,4,Não Compra
1900000035,98166,212000.0,131842.8470754052,3,Não Compra
6139100101,98155,405100.0,372959.0700658577,4,Não Compra
323059316,98059,535000.0,627895.92760181,3,Não Compra
3530470190,98198,220000.0,189655.1724137931,4,Não Compra
2129700320,98019,250000.0,185413.1372725635,3,Não Compra
1797500530,98115,655100.0,411673.67367367365,3,Não Compra
8108600442,98188,254000.0,209550.0,4,Não Compra
5057100090,98042,459950.0,490198.7389380531,3,Não Compra
7784000180,98146,625000.0,439407.14285714284,4,Não Compra
511700170,98055,350000.0,310812.98245614034,5,Não Compra
1180005220,98178,225000.0,189358.24834341687,4,Não Compra
7518505375,98117,399900.0,297934.32316746924,3,Não Compra
3260810260,98003,375000.0,318101.3641009513,3,Não Compra
9412900055,98118,405000.0,579577.2311426438,3,Não Compra
9268850860,98027,715000.0,680831.9672131147,3,Não Compra
2124069103,98027,374000.0,379356.5573770492,3,Não Compra
9178600055,98103,695000.0,410452.29357798165,3,Não Compra
7702600949,98058,603000.0,627089.2018779343,3,Não Compra
952005863,98116,643950.0,591596.6386554622,3,Não Compra
3876810170,98072,329000.0,217875.61036684611,4,Não Compra
1370800830,98199,1220000.0,1403888.043672812,3,Não Compra
5100402606,98115,680000.0,367806.8068068068,4,Não Compra
8699100240,98002,370000.0,477473.68421052635,4,Compra
9406510130,98038,448000.0,639213.4920634922,3,Não Compra
8732190460,98023,260000.0,244396.37826961774,3,Não Compra
5198600005,98002,195000.0,176842.1052631579,4,Não Compra
6453550090,98074,861111.0,934400.0,3,Não Compra
3023000200,98038,380000.0,360625.79365079367,3,Não Compra
7335400215,98002,95000.0,112000.00000000001,4,Compra
3904980270,98029,517500.0,488640.5529953917,3,Não Compra
3374300030,98034,500000.0,453847.09543568466,4,Não Compra
3758900037,98033,865000.0,836591.7159763314,4,Não Compra
9430110120,98052,737000.0,631849.0566037736,3,Não Compra
8802400644,98031,305000.0,318848.16753926704,3,Não Compra
9541600490,98005,931088.0,1109910.6086008886,4,Compra
7853301130,98065,499000.0,503420.0743494424,3,Não Compra
2273600410,98033,546000.0,496118.34319526626,4,Não Compra
1787600252,98125,282000.0,305234.75135975133,3,Não Compra
808300550,98019,453250.0,445780.5215276526,3,Não Compra
1868901690,98115,600000.0,688372.3723723724,3,Não Compra
59000201,98116,611206.0,652100.8403361344,3,Não Compra
1591000015,98106,260000.0,259317.35859570914,4,Não Compra
5469500020,98042,439950.0,345591.703539823,4,Não Compra
3343902281,98056,310000.0,209131.75441361917,3,Não Compra
795002455,98168,261000.0,161196.7054263566,3,Não Compra
3530440140,98198,276200.0,236206.89655172414,4,Não Compra
2946001950,98198,248000.0,217241.37931034484,4,Não Compra
7852010940,98065,540000.0,495167.28624535317,3,Não Compra
1773100620,98106,350000.0,501346.89328503766,3,Não Compra
5214500660,98059,525000.0,604276.0180995475,3,Não Compra
7852030790,98065,500000.0,610706.3197026022,3,Não Compra
4218400671,98105,1655000.0,1380408.560311284,3,Não Compra
723049530,98146,126500.0,229026.7857142857,3,Não Compra
2215900900,98038,295000.0,288842.46031746035,4,Não Compra
6446200365,98029,605000.0,879552.9953917051,4,Compra
5559600140,98003,253000.0,231205.38171239875,3,Não Compra
3523069008,98038,890000.0,745179.3650793652,3,Não Compra
3630020430,98029,420000.0,399056.4516129032,3,Não Compra
6300000226,98133,380000.0,295040.98360655736,3,Não Compra
9547205660,98115,603000.0,573643.6436436436,5,Não Compra
2023059052,98055,450000.0,235728.94736842104,2,Não Compra
8079050010,98059,470000.0,407443.4389140271,3,Não Compra
2464400280,98115,710000.0,961696.6966966967,3,Não Compra
1443500395,98118,360000.0,257050.98954443616,4,Não Compra
7787920180,98019,534950.0,635138.6191677175,3,Não Compra
3878900815,98178,361000.0,437116.7041198502,3,Não Compra
7305300370,98155,390000.0,292702.05498839467,5,Não Compra
9828200746,98122,440000.0,398837.20930232556,3,Não Compra
4345000170,98030,210000.0,201245.90163934426,3,Não Compra
7792000140,98022,369000.0,510000.0,3,Não Compra
1220000100,98166,215000.0,206270.2607470049,4,Não Compra
7853420110,98065,625000.0,573568.7732342008,3,Não Compra
6446200050,98029,540000.0,703099.4623655914,3,Não Compra
3592500985,98112,880000.0,996482.8953598485,3,Não Compra
5152200020,98003,298000.0,251377.66333831273,3,Não Compra
4078300050,98125,780000.0,772376.6317016317,5,Não Compra
8562780430,98027,346100.0,288913.9344262295,3,Não Compra
6821102340,98199,415000.0,482143.36853409704,3,Não Compra
1823069088,98059,492000.0,255882.35294117648,4,Não Compra
1245500950,98033,1100000.0,710130.1775147929,3,Não Compra
722039087,98070,329000.0,249883.50419384902,2,Não Compra
6681500205,98199,658500.0,673582.6472167532,3,Não Compra
5104510340,98038,358000.0,312770.2380952381,3,Não Compra
9187200045,98122,625000.0,754941.8604651162,4,Compra
8682231330,98053,519000.0,418113.233930453,3,Não Compra
6061000010,98092,323000.0,332672.131147541,4,Compra
3878900464,98178,229500.0,330934.50878709304,3,Não Compra
8682301600,98053,540000.0,485118.5598808461,3,Não Compra
7923300230,98007,479000.0,429337.0370370371,4,Não Compra
9264950410,98023,369000.0,370958.7884449555,3,Não Compra
5273200060,98115,716528.0,590515.5155155155,4,Não Compra
7518500855,98117,658600.0,485009.36329588015,4,Não Compra
6145600855,98133,502000.0,472065.5737704918,3,Não Compra
