id,zipcode,seasons_year,price,median_total_price,sale_price,profit
9215400075,98115,spring,406000.0,349485.2135815991,446600.00000000006,40600.00000000006
8825900095,98115,spring,740000.0,593396.7688937568,814000.0000000001,74000.00000000012
7977201865,98115,spring,525000.0,495104.05257393204,577500.0,52500.0
5100400244,98115,spring,403000.0,325458.10514786415,443300.00000000006,40300.00000000006
2464400435,98115,spring,567000.0,593396.7688937568,737100.0,170100.0
1797500435,98115,spring,570000.0,385889.9233296823,627000.0,57000.0
5101400461,98115,spring,449000.0,567913.4720700985,583700.0,134700.0
442000210,98115,spring,625000.0,669846.6593647316,812500.0,187500.0
4074300150,98115,spring,460000.0,567913.4720700985,598000.0,138000.0
4073200124,98115,spring,305000.0,324001.91675794084,396500.0,91500.0
1093000090,98115,spring,776000.0,724453.7239868565,853600.0000000001,77600.00000000012
5100402764,98115,spring,740000.0,447777.92990142386,814000.0000000001,74000.00000000012
446000150,98115,spring,480000.0,400451.8072289156,528000.0,48000.0
9294300600,98115,spring,1240000.0,1095781.7634173057,1364000.0,124000.0
5652601155,98115,spring,564000.0,713532.3110624315,733200.0,169200.0
6844700975,98115,spring,529100.0,469620.7557502738,582010.0,52910.0
7920100083,98115,spring,348000.0,378608.9813800657,452400.0,104400.0
5101404444,98115,spring,564000.0,779060.7886089813,733200.0,169200.0
7977201910,98115,spring,553000.0,484182.6396495071,608300.0,55300.0
8582400015,98115,spring,600000.0,866432.0920043811,780000.0,180000.0
327000165,98115,spring,1150000.0,848229.7371303395,1265000.0,115000.0
9222400605,98115,spring,850000.0,1084860.3504928807,1105000.0,255000.0
2629600016,98115,spring,625500.0,786341.730558598,813150.0,187650.0
3658700395,98115,spring,628000.0,706251.3691128149,816400.0,188400.0
3543900380,98115,spring,395000.0,531508.7623220154,513500.0,118500.0
1868900035,98115,spring,840000.0,735375.1369112815,924000.0000000001,84000.00000000012
8925100390,98115,spring,1042500.0,691689.4852135816,1146750.0,104250.0
5101403915,98115,spring,970000.0,469620.7557502738,1067000.0,97000.0
5499200060,98115,spring,635000.0,764498.9047097481,825500.0,190500.0
8815400410,98115,spring,860000.0,688049.0142387733,946000.0000000001,86000.00000000012
5363200200,98115,spring,932800.0,1084860.3504928807,1212640.0,279840.0
525049174,98115,spring,435000.0,429575.57502738223,478500.00000000006,43500.00000000006
9547200835,98115,spring,775000.0,739015.6078860898,852500.0000000001,77500.00000000012
1513800170,98115,spring,392500.0,338563.80065717414,431750.00000000006,39250.00000000006
3735900205,98115,spring,793000.0,891915.3888280394,1030900.0,237900.0
8928100205,98115,spring,725000.0,662565.717415115,797500.0000000001,72500.00000000012
9553200125,98115,spring,875000.0,888274.9178532311,1137500.0,262500.0
442000175,98115,spring,515000.0,418654.16210295726,566500.0,51500.0
7363600185,98115,spring,1187500.0,1041174.6987951807,1306250.0,118750.0
7177300735,98115,spring,546000.0,407732.7491785323,600600.0,54600.0
8824900020,98115,spring,937750.0,939241.5115005476,1219075.0,281325.0
1257200060,98115,spring,595000.0,684408.5432639649,773500.0,178500.0
1257200020,98115,spring,555000.0,455058.8718510405,610500.0,55500.0
7170200085,98115,spring,481203.0,342204.27163198247,529323.3,48120.30000000005
2710600015,98115,spring,775000.0,728094.1949616648,852500.0000000001,77500.00000000012
3658700690,98115,spring,480000.0,436856.5169769989,528000.0,48000.0
7237600130,98115,spring,852000.0,808184.5564074479,937200.0000000001,85200.00000000012
8156600210,98115,spring,1285000.0,1084860.3504928807,1413500.0,128500.0
6844701680,98115,spring,455000.0,458699.34282584884,591500.0,136500.0
7266200085,98115,spring,780000.0,848229.7371303395,1014000.0,234000.0
8924100305,98115,spring,855000.0,942881.982475356,1111500.0,256500.0
9528101032,98115,spring,600000.0,553351.5881708652,660000.0,60000.0
8928100025,98115,spring,750000.0,709891.8400876232,825000.0000000001,75000.00000000012
6392002020,98115,spring,559000.0,618880.0657174151,726700.0,167700.0
3735901080,98115,spring,645000.0,826386.9112814895,838500.0,193500.0
439000090,98115,spring,564500.0,709891.8400876232,733850.0,169350.0
3946900010,98115,spring,500007.0,662565.717415115,650009.1,150002.09999999998
8925100440,98115,spring,925000.0,768139.3756845563,1017500.0000000001,92500.00000000012
7977201709,98115,spring,475000.0,611599.1237677984,617500.0,142500.0
3359500960,98115,spring,480000.0,473261.22672508215,528000.0,48000.0
5683500030,98115,spring,489000.0,418654.16210295726,537900.0,48900.0
7172200080,98115,spring,508300.0,422294.6330777656,559130.0,50830.0
5100403321,98115,spring,438000.0,407732.7491785323,481800.00000000006,43800.00000000006
3426049124,98115,spring,334000.0,611599.1237677984,434200.0,100200.0
1279300085,98115,spring,654500.0,648003.8335158817,719950.0,65450.0
3364900156,98115,spring,382888.0,225709.2004381161,421176.80000000005,38288.80000000005
2061100265,98115,spring,370000.0,455058.8718510405,481000.0,111000.0
8024201525,98115,spring,427000.0,473261.22672508215,555100.0,128100.0
2754700095,98115,spring,747000.0,622520.5366922234,821700.0000000001,74700.00000000012
6844700415,98115,spring,605000.0,637082.4205914567,786500.0,181500.0
7214400005,98115,spring,663500.0,476901.6976998905,729850.0000000001,66350.00000000012
7409700215,98115,spring,921500.0,691689.4852135816,1013650.0000000001,92150.00000000012
3931900580,98115,spring,1389000.0,1139467.4151150053,1527900.0000000002,138900.00000000023
6844703135,98115,spring,580000.0,648003.8335158817,754000.0,174000.0
1870400635,98115,spring,805000.0,859151.1500547645,1046500.0,241500.0
5430300106,98115,spring,460000.0,374968.5104052574,506000.00000000006,46000.00000000006
7977201240,98115,spring,1010000.0,1274164.8411829134,1313000.0,303000.0
7977200945,98115,spring,425000.0,364047.0974808324,467500.00000000006,42500.00000000006
9214400135,98115,spring,510000.0,324001.91675794084,561000.0,51000.0
1870400615,98115,spring,635000.0,815465.4983570646,825500.0,190500.0
425049036,98115,spring,649000.0,465980.2847754655,713900.0,64900.0
6716700240,98115,spring,725000.0,582475.3559693318,797500.0000000001,72500.00000000012
2883200139,98115,spring,1325000.0,789982.2015334063,1457500.0000000002,132500.00000000023
3423600025,98115,spring,825050.0,1041174.6987951807,1072565.0,247515.0
7977201065,98115,spring,740000.0,502384.9945235487,814000.0000000001,74000.00000000012
925049278,98115,spring,607000.0,542430.1752464403,667700.0,60700.0
5101402435,98115,spring,539000.0,560632.5301204819,700700.0,161700.0
9528102870,98115,spring,818900.0,393170.865279299,900790.0000000001,81890.00000000012
9212900300,98115,spring,492000.0,345844.7426067908,541200.0,49200.0
3226049270,98115,spring,585000.0,786341.730558598,760500.0,175500.0
8024200350,98115,spring,410000.0,291237.6779846659,451000.00000000006,41000.00000000006
7101100055,98115,spring,753000.0,859151.1500547645,978900.0,225900.0
8815400165,98115,spring,674000.0,768139.3756845563,876200.0,202200.0
7974200822,98115,spring,750000.0,946522.4534501643,975000.0,225000.0
1798000100,98115,spring,750500.0,789982.2015334063,975650.0,225150.0
5101405274,98115,spring,389000.0,331282.8587075575,427900.00000000006,38900.00000000006
9528104108,98115,spring,535000.0,495104.05257393204,588500.0,53500.0
8815400735,98115,spring,680000.0,848229.7371303395,884000.0,204000.0
2887700826,98115,spring,510000.0,815465.4983570646,663000.0,153000.0
2887703066,98115,spring,815000.0,728094.1949616648,896500.0000000001,81500.00000000012
8927600100,98115,spring,925000.0,979286.6922234392,1202500.0,277500.0
2215500080,98115,spring,580000.0,706251.3691128149,754000.0,174000.0
3179101580,98115,spring,1210000.0,1328771.9058050383,1573000.0,363000.0
3188100065,98115,spring,405000.0,331282.8587075575,445500.00000000006,40500.00000000006
6844702290,98115,spring,400000.0,535149.2332968237,520000.0,120000.0
434000040,98115,spring,535000.0,378608.9813800657,588500.0,53500.0
9212900260,98115,spring,468000.0,422294.6330777656,514800.00000000006,46800.00000000006
2979800845,98115,spring,501000.0,367687.56845564075,551100.0,50100.0
9221400600,98115,spring,462000.0,473261.22672508215,600600.0,138600.0
6392003810,98115,spring,530000.0,660381.43483023,689000.0,159000.0
5100400315,98115,spring,379000.0,291237.6779846659,416900.00000000006,37900.00000000006
7977201707,98115,spring,526000.0,611599.1237677984,683800.0,157800.0
1868900285,98115,spring,552000.0,520587.3493975903,607200.0,55200.0
9222400935,98115,spring,478000.0,465980.2847754655,525800.0,47800.0
3735900545,98115,spring,449950.0,567913.4720700985,584935.0,134985.0
2878601425,98115,spring,600000.0,600677.7108433734,780000.0,180000.0
8641500280,98115,spring,270000.0,305799.5618838992,351000.0,81000.0
1257200115,98115,spring,1003000.0,833667.8532311062,1103300.0,100300.0
1797500780,98115,spring,540000.0,535149.2332968237,594000.0,54000.0
8024200685,98115,spring,440000.0,462339.81380065717,572000.0,132000.0
7533800325,98115,spring,1100000.0,870072.5629791894,1210000.0,110000.0
7177300090,98115,spring,395000.0,393170.865279299,434500.00000000006,39500.00000000006
7974200948,98115,spring,953007.0,1135826.944140197,1238909.1,285902.1000000001
5101404898,98115,spring,592500.0,516946.878422782,651750.0,59250.0
1681400010,98115,spring,885000.0,993848.5761226724,1150500.0,265500.0
9547204350,98115,spring,690000.0,586115.8269441401,759000.0000000001,69000.00000000012
8604900245,98115,spring,488000.0,495104.05257393204,634400.0,146400.0
7920100045,98115,spring,350000.0,254832.96823658267,385000.00000000006,35000.00000000006
1513800036,98115,spring,799000.0,1135826.944140197,1038700.0,239700.0
5363200180,98115,spring,640000.0,931960.569550931,832000.0,192000.0
3543900418,98115,spring,580050.0,859151.1500547645,754065.0,174015.0
7977201845,98115,spring,525000.0,582475.3559693318,682500.0,157500.0
1566100595,98115,spring,300000.0,458699.34282584884,390000.0,90000.0
3187600100,98115,spring,570000.0,556992.0591456735,627000.0,57000.0
438000025,98115,spring,628000.0,822746.4403066812,816400.0,188400.0
7974200937,98115,spring,465000.0,462339.81380065717,511500.00000000006,46500.00000000006
1257200290,98115,spring,910000.0,982927.1631982476,1183000.0,273000.0
5101400862,98115,spring,499950.0,356766.1555312158,549945.0,49995.0
5101405067,98115,spring,536000.0,473261.22672508215,589600.0,53600.0
8024202520,98115,spring,445000.0,418654.16210295726,489500.00000000006,44500.00000000006
2878600200,98115,spring,533000.0,607958.6527929901,692900.0,159900.0
2887700995,98115,spring,530000.0,830027.3822562979,689000.0,159000.0
8825900465,98115,spring,599000.0,713532.3110624315,778700.0,179700.0
3176100110,98115,spring,650000.0,593396.7688937568,715000.0,65000.0
9553200052,98115,spring,345000.0,404092.27820372395,448500.0,103500.0
2979800409,98115,spring,416286.0,512578.313253012,541171.8,124885.80000000005
1868900775,98115,spring,618500.0,655284.7754654983,804050.0,185550.0
2780400035,98115,spring,665000.0,1019331.8729463307,864500.0,199500.0
2215500205,98115,spring,600000.0,684408.5432639649,780000.0,180000.0
6127600110,98115,spring,640000.0,553351.5881708652,704000.0,64000.0
5100401414,98115,spring,490000.0,320361.4457831325,539000.0,49000.0
1868902745,98115,spring,805000.0,986567.6341730559,1046500.0,241500.0
5652600185,98115,spring,750000.0,815465.4983570646,975000.0,225000.0
9294300070,98115,spring,650000.0,662565.717415115,845000.0,195000.0
7923600250,98007,spring,450000.0,527435.8974358974,585000.0,135000.0
2207100405,98007,spring,423000.0,487948.71794871794,549900.0,126900.0
7923300230,98007,spring,479000.0,417435.89743589744,526900.0,47900.0
1562100220,98007,spring,605000.0,736153.8461538461,786500.0,181500.0
2207100165,98007,spring,475000.0,445641.0256410256,522500.00000000006,47500.00000000006
1562000050,98007,spring,650000.0,727692.3076923076,845000.0,195000.0
643500060,98007,spring,620000.0,499230.7692307692,682000.0,62000.0
6751300385,98007,spring,575000.0,487948.71794871794,632500.0,57500.0
4157600120,98007,spring,580000.0,705128.2051282051,754000.0,174000.0
1736800920,98007,spring,475000.0,372307.6923076923,522500.00000000006,47500.00000000006
8944600060,98007,spring,541900.0,530256.4102564103,596090.0,54190.0
7923700030,98007,spring,490000.0,400512.8205128205,539000.0,49000.0
4178300130,98007,spring,950000.0,978717.9487179487,1235000.0,285000.0
7379700051,98007,spring,375000.0,448461.53846153844,487500.0,112500.0
2207100650,98007,spring,499990.0,459743.58974358975,549989.0,49999.0
2207200455,98007,spring,585000.0,530256.4102564103,643500.0,58500.0
1562200040,98007,spring,635000.0,614871.7948717949,698500.0,63500.0
1560800150,98007,spring,450000.0,535897.4358974359,585000.0,135000.0
1736800520,98007,spring,662500.0,1004102.5641025641,861250.0,198750.0
6918720080,98007,spring,725000.0,699487.1794871795,797500.0000000001,72500.00000000012
1277000240,98007,spring,735000.0,716410.2564102564,808500.0000000001,73500.00000000012
4157600150,98007,spring,730000.0,925128.2051282051,949000.0,219000.0
2625059301,98007,spring,760000.0,730512.8205128205,836000.0000000001,76000.00000000012
9346700320,98007,spring,722500.0,693846.1538461539,794750.0000000001,72250.00000000012
1562100380,98007,spring,594000.0,603589.7435897436,772200.0,178200.0
2159800120,98007,spring,801501.0,634615.3846153846,881651.1000000001,80150.1000000001
7923300285,98007,spring,650000.0,688205.1282051281,845000.0,195000.0
324059076,98007,spring,430000.0,440000.0,559000.0,129000.0
643400130,98007,spring,512500.0,454102.56410256407,563750.0,51250.0
1736800740,98007,spring,525000.0,597948.7179487179,682500.0,157500.0
9346700270,98007,spring,858000.0,865897.4358974359,1115400.0,257400.0
7923700330,98007,spring,510000.0,575384.6153846154,663000.0,153000.0
3425059141,98007,spring,999000.0,888461.5384615384,1098900.0,99900.0
7923300310,98007,spring,495000.0,547179.4871794871,643500.0,148500.0
662350050,98007,spring,950000.0,958974.358974359,1235000.0,285000.0
7732410130,98007,spring,600000.0,628974.358974359,780000.0,180000.0
1944900090,98007,spring,462000.0,352564.10256410256,508200.00000000006,46200.00000000006
8838900032,98007,spring,732000.0,547179.4871794871,805200.0000000001,73200.00000000012
4039400430,98007,spring,330000.0,330000.0,429000.0,99000.0
2207100255,98007,spring,395300.0,315897.4358974359,434830.00000000006,39530.00000000006
2619600010,98007,spring,635000.0,550000.0,698500.0,63500.0
1562000120,98007,spring,660000.0,719230.7692307692,858000.0,198000.0
8838900167,98007,spring,542500.0,657179.4871794871,705250.0,162750.0
6751300065,98007,spring,518000.0,403333.3333333333,569800.0,51800.0
2207200675,98007,spring,419000.0,442820.5128205128,544700.0,125700.0
8730000270,98133,spring,359000.0,339445.2349121467,394900.00000000006,35900.00000000006
6145600900,98133,spring,325000.0,289891.1860198625,357500.0,32500.0
2783100230,98133,spring,530000.0,480674.2742551566,583000.0,53000.0
2917200645,98133,spring,575000.0,500495.89381207025,632500.0,57500.0
6450302545,98133,spring,443000.0,317145.9129106188,487300.00000000006,44300.00000000006
6140600049,98133,spring,464000.0,304757.40068754775,510400.00000000006,46400.00000000006
726049202,98133,spring,335000.0,252725.64935064936,368500.00000000006,33500.00000000006
9310300215,98133,spring,652500.0,775520.8651642475,848250.0,195750.0
9250900124,98133,spring,378000.0,322101.3177998472,415800.00000000006,37800.00000000006
6300000226,98133,spring,380000.0,297324.29335370514,418000.00000000006,38000.00000000006
6145600855,98133,spring,502000.0,475718.86936592817,552200.0,50200.0
626049058,98133,spring,275000.0,636769.5282658518,357500.0,82500.0
8730000260,98133,spring,369950.0,339445.2349121467,406945.00000000006,36995.00000000006
1226039058,98133,spring,425000.0,624381.0160427807,552500.0,127500.0
6378500125,98133,spring,436000.0,257681.05423987776,479600.00000000006,43600.00000000006
6140100028,98133,spring,370000.0,370664.28571428574,481000.0,111000.0
6450300605,98133,spring,410000.0,433597.9278074866,533000.0,123000.0
7996700220,98133,spring,375000.0,406343.20091673033,487500.0,112500.0
9141100255,98133,spring,438000.0,483151.97669977084,569400.0,131400.0
5253300243,98133,spring,415000.0,485629.67914438504,539500.0,124500.0
6300000335,98133,spring,729953.0,800297.8896103896,948938.9,218985.90000000002
1073100030,98133,spring,365000.0,277502.67379679147,401500.00000000006,36500.00000000006
7283900045,98133,spring,549950.0,535183.7280366692,604945.0,54995.0
3293700105,98133,spring,385000.0,396432.39113827347,500500.0,115500.0
3705900292,98133,spring,420000.0,433597.9278074866,546000.0,126000.0
4402700593,98133,spring,395000.0,356789.1520244461,434500.00000000006,39500.00000000006
2644900109,98133,spring,439950.0,542616.8353705119,571935.0,131985.0
4358700141,98133,spring,480000.0,455897.2498090145,528000.0,48000.0
5727500006,98133,spring,679990.0,822597.2116119175,883987.0,203997.0
1826049408,98133,spring,383900.0,396432.39113827347,499070.0,115170.0
6450300840,98133,spring,499000.0,634291.8258212376,648700.0,149700.0
3034200036,98133,spring,438000.0,403865.49847211613,481800.00000000006,43800.00000000006
7996720050,98133,spring,515000.0,604559.3964858671,669500.0,154500.0
1926049210,98133,spring,372500.0,218037.8151260504,409750.00000000006,37250.00000000006
2881700522,98133,spring,438000.0,450941.8449197861,569400.0,131400.0
832700170,98133,spring,319000.0,270069.5664629488,350900.0,31900.0
1445200110,98133,spring,275000.0,287413.4835752483,357500.0,82500.0
390100060,98133,spring,325000.0,257681.05423987776,357500.0,32500.0
217500135,98133,spring,450000.0,505451.2987012987,585000.0,135000.0
164000361,98133,spring,799000.0,448464.1424751719,878900.0000000001,79900.00000000012
7283900521,98133,spring,352500.0,371655.3666921314,458250.0,105750.0
6414600232,98133,spring,535000.0,507929.0011459129,588500.0,53500.0
6411600113,98133,spring,375000.0,299801.99579831935,412500.00000000006,37500.00000000006
6190701110,98133,spring,419600.0,416254.01069518714,461560.00000000006,41960.00000000006
1826049225,98133,spring,460000.0,463330.35714285716,598000.0,138000.0
7283900306,98133,spring,400000.0,473241.16692131397,520000.0,120000.0
6130500120,98133,spring,428000.0,408820.90336134454,470800.00000000006,42800.00000000006
1980200236,98133,spring,649950.0,599603.9915966387,714945.0,64995.0
6190701146,98133,spring,520500.0,465808.05958747136,572550.0,52050.0
6140100875,98133,spring,420000.0,262636.4591291062,462000.00000000006,42000.00000000006
6300500476,98133,spring,420000.0,373885.29889228416,462000.00000000006,42000.00000000006
5727500561,98133,spring,255544.0,336967.53246753244,332207.2,76663.20000000001
3293700521,98133,spring,389000.0,450941.8449197861,505700.0,116700.0
7276100020,98133,spring,505000.0,366699.961802903,555500.0,50500.0
7655900038,98133,spring,296000.0,339445.2349121467,384800.0,88800.0
414100280,98133,spring,336000.0,292368.8884644767,369600.00000000006,33600.00000000006
6145601745,98133,spring,220000.0,220515.51757066464,286000.0,66000.0
2916200054,98133,spring,392500.0,272547.268907563,431750.00000000006,39250.00000000006
6415100350,98133,spring,405000.0,535183.7280366692,526500.0,121500.0
2644300005,98133,spring,407500.0,470763.46447669977,529750.0,122250.0
6149700315,98133,spring,352000.0,307235.10313216195,387200.00000000006,35200.00000000006
9250900104,98133,spring,496000.0,522795.2158135982,644800.0,148800.0
7508200080,98133,spring,461000.0,421209.4155844156,507100.00000000006,46100.00000000006
8910500226,98133,spring,370350.0,332012.12757830403,407385.00000000006,37035.00000000006
5253300397,98133,spring,415000.0,374133.0691367456,456500.00000000006,41500.00000000006
7771300125,98133,spring,487000.0,641724.9331550802,633100.0,146100.0
7283900153,98133,spring,400000.0,262636.4591291062,440000.00000000006,40000.00000000006
9158100116,98133,spring,285000.0,245292.54201680672,313500.0,28500.0
1139000072,98133,spring,325000.0,292368.8884644767,357500.0,32500.0
6629300120,98133,spring,402000.0,297324.29335370514,442200.00000000006,40200.00000000006
127100005,98133,spring,377000.0,445986.4400305577,490100.0,113100.0
2026049122,98133,spring,425000.0,277502.67379679147,467500.00000000006,42500.00000000006
6150200060,98133,spring,370037.0,309712.80557677615,407040.7,37003.70000000001
4358700188,98133,spring,305000.0,312190.50802139036,396500.0,91500.0
7405700015,98133,spring,406000.0,270069.5664629488,446600.00000000006,40600.00000000006
3034200410,98133,spring,430000.0,232904.02979373568,473000.00000000006,43000.00000000006
8848400020,98133,spring,430000.0,381566.17647058825,473000.00000000006,43000.00000000006
6300000368,98133,spring,248500.0,218037.8151260504,273350.0,24850.0
726049331,98133,spring,515000.0,626858.718487395,669500.0,154500.0
2426039247,98133,spring,299950.0,344400.6398013751,389935.0,89985.0
4325700085,98133,spring,417000.0,324579.0202444614,458700.00000000006,41700.00000000006
1844500025,98133,spring,355000.0,349356.0446906035,390500.00000000006,35500.00000000006
9310300185,98133,spring,227000.0,257681.05423987776,295100.0,68100.0
626049102,98133,spring,397950.0,584737.7769289534,517335.0,119385.0
2231500030,98133,spring,530000.0,540139.1329258976,689000.0,159000.0
2026049155,98133,spring,372500.0,416254.01069518714,484250.0,111750.0
3034200426,98133,spring,450500.0,349356.0446906035,495550.00000000006,45050.00000000006
1473200130,98133,spring,303000.0,332012.12757830403,393900.0,90900.0
726049213,98133,spring,410000.0,574826.9671504966,533000.0,123000.0
2026049184,98133,spring,680000.0,604559.3964858671,748000.0000000001,68000.00000000012
726049131,98133,spring,325000.0,433597.9278074866,422500.0,97500.0
5253300437,98133,spring,442500.0,594648.5867074103,575250.0,132750.0
3073500111,98133,spring,415250.0,346878.3422459893,456775.00000000006,41525.00000000006
5361700020,98133,spring,430000.0,359266.8544690604,473000.00000000006,43000.00000000006
1077100070,98133,spring,449900.0,436075.6302521008,494890.00000000006,44990.00000000006
6150200040,98133,spring,472500.0,443508.7375859435,519750.00000000006,47250.00000000006
9250900111,98133,spring,500000.0,562438.4549274255,650000.0,150000.0
558100090,98133,spring,628000.0,644202.6355996944,816400.0,188400.0
1724500030,98133,spring,415000.0,594648.5867074103,539500.0,124500.0
6190701484,98133,spring,450000.0,701189.7918258213,585000.0,135000.0
2228900195,98133,spring,556000.0,555005.3475935829,611600.0,55600.0
4402700070,98133,spring,300000.0,272547.268907563,330000.0,30000.0
507100005,98133,spring,285000.0,525272.9182582124,370500.0,85500.0
1826049442,98133,spring,441000.0,468285.76203208556,573300.0,132300.0
507100020,98133,spring,270000.0,366699.961802903,351000.0,81000.0
7819000040,98133,spring,295000.0,408820.90336134454,383500.0,88500.0
7772000010,98133,spring,352500.0,488107.38158899924,458250.0,105750.0
7771300085,98133,spring,411500.0,279980.37624140567,452650.00000000006,41150.00000000006
7655900031,98133,spring,240000.0,146184.44423223834,264000.0,24000.0
1139000035,98133,spring,759950.0,520317.5133689839,835945.0000000001,75995.00000000012
5467500040,98133,spring,390000.0,540139.1329258976,507000.0,117000.0
9310300175,98133,spring,225000.0,369177.6642475172,292500.0,67500.0
2138800060,98133,spring,490000.0,438553.332696715,539000.0,49000.0
6300000378,98133,spring,435000.0,502973.5962566845,565500.0,130500.0
2916200091,98133,spring,734000.0,540139.1329258976,807400.0000000001,73400.00000000012
6414600051,98133,spring,425000.0,287413.4835752483,467500.00000000006,42500.00000000006
4292300024,98133,spring,350000.0,354311.4495798319,455000.0,105000.0
6300000337,98133,spring,550000.0,607037.0989304812,715000.0,165000.0
3034200058,98133,spring,400000.0,344400.6398013751,440000.00000000006,40000.00000000006
6145600285,98133,spring,300000.0,203171.60045836517,330000.0,30000.0
9371700125,98133,spring,254000.0,262636.4591291062,330200.0,76200.0
6671900095,98133,spring,313000.0,327056.7226890756,406900.0,93900.0
4292300010,98133,spring,405000.0,490585.08403361344,526500.0,121500.0
1074100110,98133,spring,355300.0,401387.7960275019,461890.0,106590.0
3705900130,98133,spring,377691.0,525272.9182582124,490998.3,113307.29999999999
164000261,98133,spring,700000.0,688801.2796027502,770000.0000000001,70000.00000000012
6411600069,98133,spring,325000.0,245292.54201680672,357500.0,32500.0
6140100095,98133,spring,475000.0,408820.90336134454,522500.00000000006,47500.00000000006
6378500230,98133,spring,423000.0,480674.2742551566,549900.0,126900.0
1826049430,98133,spring,372500.0,393954.68869365926,484250.0,111750.0
1397300055,98133,spring,268500.0,195738.49312452253,295350.0,26850.0
8910500675,98133,spring,461000.0,262636.4591291062,507100.00000000006,46100.00000000006
7952800010,98133,spring,475000.0,758176.9480519481,617500.0,142500.0
396100110,98133,spring,282613.0,205649.30290297937,310874.30000000005,28261.300000000047
2783100160,98133,spring,375000.0,468285.76203208556,487500.0,112500.0
2807100155,98133,spring,240000.0,346878.3422459893,312000.0,72000.0
6141100380,98133,spring,465000.0,349356.0446906035,511500.00000000006,46500.00000000006
6141100255,98133,spring,467000.0,411298.60580595874,513700.00000000006,46700.00000000006
6713700025,98133,spring,300000.0,302279.69824293355,390000.0,90000.0
6145600041,98133,spring,306000.0,302279.69824293355,336600.0,30600.0
6190701483,98133,spring,364000.0,498018.19136745605,473200.0,109200.0
6300500875,98133,spring,385000.0,401387.7960275019,500500.0,115500.0
3645500050,98133,spring,543000.0,517839.8109243697,597300.0,54300.0
1072100085,98133,spring,310000.0,366699.961802903,403000.0,93000.0
217500140,98133,spring,464000.0,842418.8311688312,603200.0,139200.0
2222900082,98133,spring,449500.0,438553.332696715,494450.00000000006,44950.00000000006
6150200435,98133,spring,230000.0,161050.6588999236,253000.00000000003,23000.00000000003
